idproperty|province|municipality|surface|rooms|baths|property_type|property_subtype|transacion_type|price|description
wpzubcmyox|Girona|Sant Julià de Ramis|240|3|2|Vivienda|Casa-Chalet|Sell|400000.0|Casa rural totalmente reformada, tanto la planta baja como la superior están Adaptadas para personas con movilidad reducida o usuarios de silla de ruedas. Tiene ascensor, calefacción,  dos cocinas, dos baños,tres habitaciones, dos salones uno de ellos con chimenea. Jardin de 500 m2.
nsrivniptv|Girona|Vilallonga de Ter|65|2|1|Vivienda|Apartamento|Sell|125000.0|OPORTUNIDAD: Apartamento de montaña amueblado con jardin, 2 habitaciones, cocina y salón-comedor con chimenea, a un paso de las pistas de esqui. zona muy tranquila. En perfecto estado. Apartamento: 50ms, Jardin privado: 15 m2
nsrivniptv|Girona|Vilallonga de Ter|65|2|1|Vivienda|Apartamento|Rent|480.0|OPORTUNIDAD: Apartamento de montaña amueblado con jardin, 2 habitaciones, cocina y salón-comedor con chimenea, a un paso de las pistas de esqui. zona muy tranquila. En perfecto estado. Apartamento: 50ms, Jardin privado: 15 m2
nsrivniptv|Girona|Vilallonga de Ter|65|2|1|Vivienda|Apartamento|Rent|15.0|OPORTUNIDAD: Apartamento de montaña amueblado con jardin, 2 habitaciones, cocina y salón-comedor con chimenea, a un paso de las pistas de esqui. zona muy tranquila. En perfecto estado. Apartamento: 50ms, Jardin privado: 15 m2
szdfrtjqes|Lleida| Lleida Capital|80|3|2|Vivienda|Piso|Sell|115000.0|Vivienda de 80 m2, 3º piso con ascensor, totalmente exterior, reformada, distribuída en 3 habitaciones, 2 dobles + 1 individual, cocina grande totalmente equipada con salida a galería, 1 baño completo + 1 aseo, salón-comedor muy luminoso con salida a balcón. Calefacción individual a gas, aire acondicionado, amueblado, suelo de gres. Dispone de trastero. Recién pintado. Listo para entrar a vivir. Gastos de comunidad muy asequibles (40 eurosmes). Dispone de zona comunitaria. Muy bien situado: está muy cerca de colegios, parques infantiles, zona comercial, centro de salud.PRECIO 115.000
wiqmlyishb|Barcelona|Puig-reig|104|4|1|Vivienda|Piso|Sell|110000.0|Piso de 104 m2 situado en una antigua colonia textil (Cal Prat). Cuatro habitaciones dobles, todas exteriores y con mucha luz. Gran comedor. Cocina y baño a reformar. Calefacción a gas. En medio de la naturaleza. Cerca de Berga. A una hora de Barcelona. Plaza de parking incluida en el precio.
ugoijkvqhy|Tarragona|Móra d'Ebre|167|4|2|Vivienda|Casa-Chalet|Sell|175000.0|CHALET-TORRE CON JARDÍN Y PRECIOSA PISCINA.  SE ACCEDE A ÉL POR DOS CALLES, ENTRANDO POR LA PUERTA PRINCIPAL O POR LA PUERTA DEL JARDÍN.SITUADO EN LA ZONA RESIDENCIAL;LA VERDAGUERA; UNA ZONA MUY TRANQUILA, CERCA DEL INSTITUTO DE ENSEÑANZA SECUNDARIA Y DEL PAVELLON POLIDEPORTIVO.
sudcxqvhhu|Tarragona|El Vendrell|125|3|2|Vivienda|Casa adosada|Sell|258000.0|casa a 75 m.de la playa de coma ruga, 3 habitaciones todas dobles,esquinera, con dos olivos y plantas.un lavabo con bañera y otro con ducha.zona comunitaria con dos piscinas(una infantil).Trastero de 10 m. parking para un coche.dos plantas, zona planta bja con splits de aire caliente y frio.cocina office.alarma y puertas y ventanas con rejas correderas.bodega pequeña debajo escalera.Jardin, , suelo cambiado a terrazo, da mucha mas amplitud.
pweszwiibz|Tarragona|Almoster|200|3|3|Vivienda|Casa-Chalet|Sell|395000.0|Almoster, Chalet en Urb. a 1 km. de Almoster y a 10 km. de Reus, parcela de 1.050 m2, con vistas al mar y a la montaña, 200 m2 construidos, impecable, amplio comedor-sala de estar, 3 habitaciones dobles, 2 baños y 1 aseo, gran terraza, calefacción de gas-oil, garaje para dos coches.
nxbxtedlgp|Lleida|Agramunt|180|3|2|Vivienda|Casa adosada|Sell|185000.0|PLANTA BAJA: garaje y lavadero. PRIMERA PLANTA: recibidor, sala, cocina-comedor con fuego a tierra, aseo y dos terrazas grandes. SEGUNDA PLANTA: 3 dormitorios, baño y dos terrazas. Estudio todo de madera (no incluidos en los m2 de vivienda).
kjdwfthyvp|Girona|Viladrau|90|3|2|Vivienda|Apartamento|Sell|215000.0|Apartamento planta baja con terraza de 50 m2, 2 plazas de parking grandes y trastero Zona tranquila y céntrica.
kcfgavteao|Barcelona|Santa Margarida I Els Monjos|117|3|2|Vivienda|Piso|Sell|190000.0|situado en una buena zona. muy tranquila , tiene patio interior y una terraza que da a la zona comunitaria , la zona comunitaria tiene piscina , la cocina esta totalmente equipada , con el mismo precio se incluye una plaza de parquin en el mismo edificio con manodo a distancia y un trastero .    actualmente el piso esta alquilado a un buen precio , el contratoo de alquiler finaliza en enero .el precio es de 180.000
kcfgavteao|Barcelona|Santa Margarida I Els Monjos|117|3|2|Vivienda|Piso|Rent|560.0|situado en una buena zona. muy tranquila , tiene patio interior y una terraza que da a la zona comunitaria , la zona comunitaria tiene piscina , la cocina esta totalmente equipada , con el mismo precio se incluye una plaza de parquin en el mismo edificio con manodo a distancia y un trastero .    actualmente el piso esta alquilado a un buen precio , el contratoo de alquiler finaliza en enero .el precio es de 180.000
aeunvoqpfk|Barcelona|Caldes de Montbui|270|5|4|Vivienda|Casa adosada|Sell|340000.0|La casa esta en una de las mejores zonas de Caldes de montbui pueblo,tiene cerca  farmacias ,colegios ,estancos ,medicos etc.
tpwoilyogc|Barcelona|Fogars de la Selva|125|3|2|Vivienda|Casa-Chalet|Sell|185000.0|Oportunidad  como inversion  renta garantizada en venta
icaucfghwj|Tarragona|El Pla de Santa Maria|150|5|2|Vivienda|Casa adosada|Sell|210000.0|CASA UNIFAMILIAR EN ZONA RESIDENCIAL MUY TRANQUILA (16 VECINOS) 5 HABITACIONES, 2 DOBLES + 3 INDIVIDUALES, TODAS AMPLIAS Y EXTERIORES. BAÑO + ASEO. COCINA CON GALERIA. SALON COMEDOR CON CHIMENEA. MUY AMPLIA Y SOLEADA. PATIO DELANTERO Y TRASERO CON BARBACOA + GRAN TERRAZA EN PISO SUPERIOR. PARQUING PARA 1 COCHE. TERRENO ANEJO DE 150 METROS CON POSIBILIDAD DE CONSTRUCCION. POSIBILIDAD DE MUEBLES YO ELECTRODOMESTICOS.
unsasiltng|Tarragona|La Pobla de Montornès  |135|3|2|Vivienda|Casa adosada|Sell|135000.0|CASA UNIFAMILIAR SEMINUEVA DE 3 PLANTAS (6 AÑOS ANTIGÜEDAD), CON GARAJE (35M2), VISTAS AL MAR, TERRAZA PRIVADA, ZONA COMUNITARIA CON PISCINA, CON 3 DORMITORIOS DOBLES (UNO DE ELLOS SUITE CON BOMBA DE CALOR, 2 TERRAZAS Y BAÑERA TRIANGULAR CON HIDROMASAJE), BAÑO COMPLETO, COCINA OFFICE EQUIPADA, SALON COMEDOR CON BOMBA DE CALOR Y SALIDA A TERRAZA PRIVADA DE 28M2. A 5 MINUTOS DE LA PLAYA EN URBANIZACIÓN TRANQUILA CON TODOS LOS SERVICIOS Y A 10 MINUTOS ANDANDO DEL PUEBLO.
ubevcprkaw|Barcelona|Navàs|330|4|4|Vivienda|Casa-Chalet|Sell|350000.0|esta casa esta en venta
ubevcprkaw|Barcelona|Navàs|330|4|4|Vivienda|Casa-Chalet|Rent|925.0|esta casa esta en venta
ubevcprkaw|Barcelona|Navàs|330|4|4|Vivienda|Casa-Chalet|Rent|850.0|esta casa esta en venta
ubevcprkaw|Barcelona|Navàs|330|4|4|Vivienda|Casa-Chalet|Added in Olap|850.0|esta casa esta en venta
nkjdwjpqyy|Tarragona|L'Ametlla de Mar |200|4|2|Vivienda|Casa adosada|Sell|460000.0|CASA EN VENTA A 10 METROS DEL MAR, en primera linea y con vistas espectaculares, con una situación privilegiada e irrepetible, en casco urbano, situada en el PASEO MARITIMO, con una cala de arena fina a ambos lados de la casa. Esplendidas terrazas sobre el mar, y en la parte trasera amplia zona ajardinada comunitaria con dos piscinas (una para niños). Superficie total aprox. 200 metros en tres plantas. En planta baja: almacen o garaje para dos coches y jardín. En planta primera: salón con chimenea, cocina, cuarto de máquinas, baño y amplia terraza. En planta segunda: amplio distribuidor con altillo, 4 habitaciones dobles con armarios empotrados, baño y terraza. Totalmente amueblada y equipada.
mnavvnijpe|Tarragona|Salou|105|3|2|Vivienda|Apartamento|Sell|330000.0|PRECIO REBAJADO DE 360.000 € A 330.000 €.RESIDENCIAL RITS.Apartamento todo exterior con gran comedor, un baño y un aseo, tres habitaciones (dos con armario empotrado), un trastero, terraza de 20 m2 con vistas al mar, cocina nueva con fregadero.Habitación de matrimonio tipo suite comunicada con la terraza.Zona comunitaria con piscina, bar y conserje y acceso privado a dos playas distintas.Opción a dos plazas de párquing no incluidas en el precio.
lehkrlcijk|Barcelona|Capellades|70|3|1|Vivienda|Casa-Chalet|Sell|79000.0|CASA TIPO PIRENAICA EN URBANIZACIÓN PINEDES DEL ARMENGOL DE LA TORRE DE CLARAMUNT. ESTÁ UBICADA MUY CERCA DE ZONA DE SERVICIOS DE LA URBANIZACIÓN DONDE SE PUEDE IR ANDANDO. TODOS LOS VECINOS DE ALREDEDOR VIVEN EN LAS CASAS TODO EL AÑO. MUY BIEN CONSERVADA, TIENE UN BAÑO REFORMADO COMPLETAMENTE HACE APROXIMADAMENTE UN AÑO, Y COCINA AMERICANA CONSERVADA. ESTÁ FORRADA EN SU INTERIOR DE MADERA. DISPONE DE DOS HABITACIONES (ANTES 3)  Y UN ALTILLO DONDE HAY POSIBILIDAD DE 2 CAMAS DE MATRIMONIO. TIENE UN TRASTERO GRANDE Y UNA TERRAZA MUY AMPLIA, ADEMÁS DE OTRA TERRAZA EN LA PARTE SUPERIOR DE LA CASA. DISPONE DE BARBACOA Y DE MESA DE VERANO CON CAPACIDAD PARA APROXIMADAMENTE ENTRE 15 Y 20 COMENSALES. TERRENO DE APROXIMADAMENTE 400 METROS CUADRADOS. MUY COQUETA Y ACOGEDORA.
yyjpkgludo|Tarragona|Riudecanyes|140|4|3|Vivienda|Casa-Chalet|Sell|220000.0|URGE VENDER !!! Casa individual, 4 habitaciones (amplias), armarios empotrados, 3 baños completos (uno de ellos en suite), cocina office, amplio comedor con chimenea y bomba aire friocalor, 3 terrazas (una de ellas habilitada para lavadora y secadora), pre-instalacion de calefaccion, gran jardin con pergola y toldo, garaje y más extras !!! TIENES QUE VERLA!! SE ESCUCHAN OFERTAS !!!
yyjpkgludo|Tarragona|Riudecanyes|140|4|3|Vivienda|Casa-Chalet|Sell|220000.0|Casa individual, 4 habitaciones (amplias), armarios empotrados, 3 baños completos (uno de ellos en suite), cocina office, amplio comedor con chimenea y bomba aire friocalor, 3 terrazas (una de ellas habilitada para lavadora y secadora), pre-instalacion de calefaccion, gran jardin con pergola y toldo, garaje.
bwcozbdxfs|Barcelona|Castellterçol|57|1|1|Vivienda|Loft|Sell|75000.0|Loft de 57 metros en total  repartidos en dos plantas de estilo industrial. la planta baja consta de unos 35 metros y la de arriba  de unos 22.En venta  y alquiler ideal soltera os o parejas, muchas posibilidades por techo alto, loft para fines de semana o como vivienda habitual, zona tranquila a 30 kilometros de granollers i de Manresa, precio venta € (también  contesto whatsapp).Aparcamiento fàcil en la misma calle.
bwcozbdxfs|Barcelona|Castellterçol|57|1|1|Vivienda|Loft|Sell|75000.0|Loft de 57 metros repartidos en dos  plantas de estilo industrial. La planta baja consta de unos 35 metros y la de arriba de unos 22.En venta y alquiler ideal solterosas o parejas, muchas posibilidades por techo alto, loft para fines de semana o como vivienda habitual, zona tranquila a 30 kilometros de Granollers y de MAnresa,  precio alquiler  350 € con todos los gastos incluidos ( comunidad, seguro e impuestos) todo amueblado, precio venta € (también contesto whatsapp). Aparcamiento fàcil en la misma calle.
bwcozbdxfs|Barcelona|Castellterçol|57|1|1|Vivienda|Loft|Rent|350.0|Loft de 57 metros en total  repartidos en dos plantas de estilo industrial. la planta baja consta de unos 35 metros y la de arriba  de unos 22.En venta  y alquiler ideal soltera os o parejas, muchas posibilidades por techo alto, loft para fines de semana o como vivienda habitual, zona tranquila a 30 kilometros de granollers i de Manresa, precio venta € (también  contesto whatsapp).Aparcamiento fàcil en la misma calle.
bwcozbdxfs|Barcelona|Castellterçol|57|1|1|Vivienda|Loft|Rent|350.0|Loft de 57 metros repartidos en dos  plantas de estilo industrial. La planta baja consta de unos 35 metros y la de arriba de unos 22.En venta y alquiler ideal solterosas o parejas, muchas posibilidades por techo alto, loft para fines de semana o como vivienda habitual, zona tranquila a 30 kilometros de Granollers y de MAnresa,  precio alquiler  350 € con todos los gastos incluidos ( comunidad, seguro e impuestos) todo amueblado, precio venta € (también contesto whatsapp). Aparcamiento fàcil en la misma calle.
luvdlhnapd|Barcelona|Premià de Mar|80|3|2|Vivienda|Piso|Sell|300000.0| 
gwdpzxavds|Lleida|Les Borges Blanques|250|5|2|Vivienda|Casa-Chalet|Sell|126000.0|casa de 3 plantas con: bajos salida por delante y por detrás; entresuelo a reformar; 1 piso es donde estamos viviendo, con instalacion de agua y luz nueva; calefacción; guardilla, con otro piso con dos habitaciones i un baño
pqczjrgnkk|Lleida|Àger|149|5|1|Vivienda|Casa-Chalet|Sell|100000.0|Es una casa con terreno. Buenas vistas, tranquilidad.Ideal para los amantes de la naturaleza. En esta zona se practican toda clase de deportes: treking, escalada, parapente, caiac y rutas en bicicleta.Precio negociable.
pqczjrgnkk|Lleida|Àger|149|5|1|Vivienda|Casa-Chalet|Rent|0.0|Es una casa con terreno. Buenas vistas, tranquilidad.Ideal para los amantes de la naturaleza. En esta zona se practican toda clase de deportes: treking, escalada, parapente, caiac y rutas en bicicleta.Precio negociable.
pqczjrgnkk|Lleida|Àger|149|5|1|Vivienda|Casa-Chalet|Rent|500.0|Es una casa con terreno. Buenas vistas, tranquilidad.Ideal para los amantes de la naturaleza. En esta zona se practican toda clase de deportes: treking, escalada, parapente, caiac y rutas en bicicleta.Precio negociable.
xexwxrrqch|Tarragona|La Secuita|76|3|1|Vivienda|Piso|Sell|145000.0|2 Terrazas de 80m2 (con un cierre de aluminio de unos 12m2) y 7m2. Amplio lavabo. Cerca de colegio, farmacia y supermecados. Con plaza de párquing incluida en el precio. Bonitas vistas. PRECIO NEGOCIABLE!!!!
xexwxrrqch|Tarragona|La Secuita|76|3|1|Vivienda|Piso|Rent|425.0|2 Terrazas de 80m2 (con un cierre de aluminio de unos 12m2) y 7m2. Amplio lavabo. Cerca de colegio, farmacia y supermecados. Con plaza de párquing incluida en el precio. Bonitas vistas. PRECIO NEGOCIABLE!!!!
omhexyamdx|Lleida|Tremp|150|2|2|Vivienda|Dúplex|Sell|160000.0| 
uisfjlyigd|Tarragona|Banyeres del Penedès|182|3|3|Vivienda|Casa adosada|Sell|225000.0|casa de dos planta más garaje con jardin y dos terrazas, tiene 3 habitaciones, 2 baños completos , un aseo, garaje para dos coches. Rodeada de parques y jardines junto al casco urbano, con todos los servicios, tiendas, colegios, etc
uisfjlyigd|Tarragona|Banyeres del Penedès|182|3|3|Vivienda|Casa adosada|Rent|800.0|casa de dos planta más garaje con jardin y dos terrazas, tiene 3 habitaciones, 2 baños completos , un aseo, garaje para dos coches. Rodeada de parques y jardines junto al casco urbano, con todos los servicios, tiendas, colegios, etc
uueqshbspl|Tarragona| Tarragona Capital|92|3|2|Vivienda|Piso|Sell|115000.0| 
jyvudgymmc|Girona|L'Escala|130|5|4|Vivienda|Casa-Chalet|Sell|265000.0|Vendo antigua casa de pescadores en el centro de la Escala Reformada, a sólo 25 metros de la playa, tocando paseo marítimo, restaurantes, tiendas, etc.Cocina y baños totalmente nuevos.  Tiene 5 habitaciones dobles, 4 baños y dos terrazas en planta superior.  Excelente rentabilidad alquilandola por temporadas. Soy particular. Tel.
tahcvjcapb|Lleida|Sant Esteve de la Sarga|0|2|1|Vivienda|Finca rústica|Sell|0.0|CASA DE PEDRA PER RESTAURAR, LES PARETS ESTAN BÉ PERÒ NO TE SOSTRE. CORRALS, PATI I TERRENY. BONES VISTES I MOLTA TRANQUILITAT.EL POBLE TE LLUM, AIGUA I CLAVAGARAM.
eenbdkswvw|Barcelona|Badia del Vallès|76|3|1|Vivienda|Piso|Sell|105000.0|PISO REFORMADO TODO EXTERIOR  MUY LUMINOSO. VENTANAS CLIMALIT, SUELO PARQUET, PUERTAS DE AYA, PUERTA DE ENTRADA BLINDADA. CORTINAS, LÁMPARAS Y MUEBLES INCLUIDOS EN EL PRECIO. A 15 MINUTOS EN COCHE DE BARCELONA. MUY BIEN COMUNICADO. MERCADO, CENTRO MÉDICO Y PARADA DE AUTOBÚS A ESCASOS METROS. BUENA ZONA PARA APARCAR.
njbwpmtkga|Lleida| Lleida Capital|300|5|2|Vivienda|Casa-Chalet|Sell|325550.0|Magnifica casa en venta a menos de 1 km de lleida.Parcela 6.000 m2 .Lugar tranquilo sin vecinos total intimidad .Vivienda 300 m2 toda reformada diseño. 5 habitaciones 2 baños 1 comedor 2 salones, cocina independiente equipada.2 plantas mas bodega, calef radiadores gasoil.ventanas pvc. piscina 80 m2 .almacen anexo de 180m2.invernadero 120 m2 parking exterior 4 coches . viñedo 2.000 m2  .jardines cesped  m2 riego automatizado.acceso asfaltado.toda finca vallada. esculturas. en el exterior.puerta de hierro aut. chalets lerida
ssnocaxttp|Girona|Pals|140|4|2|Vivienda|Casa-Chalet|Rent|210.0|ALQUILER DE VERANO CON ESTANCIA MÍNIMA DE 1 SEMANA.  DISTRIBUCIÓN: Planta baja: Salóncomedor con acceso a la terraza y piscina, cocina office, 2 dormitorios dobles, baño completo, aseo y garaje con lavadero. Planta piso: 2 Dormitorios dobles con terraza, baño con ducha.  OBSERVACIONES : Casa individual muy confortable de  situada cerca de la carretera que une el pueblo y la playa de Pals. Parcela vallada con piscina privada y terrazas. Garaje con puerta de acceso automática. Situada a 3 Km. aproximadamente de la playa de Pals. Capacidad: 8 personas. Precios por semana y según temporada.
ssnocaxttp|Girona|Pals|140|4|2|Vivienda|Casa-Chalet|Rent|1500.0|ALQUILER DE VERANO CON ESTANCIA MÍNIMA DE 1 SEMANA.  DISTRIBUCIÓN: Planta baja: Salóncomedor con acceso a la terraza y piscina, cocina office, 2 dormitorios dobles, baño completo, aseo y garaje con lavadero. Planta piso: 2 Dormitorios dobles con terraza, baño con ducha.  OBSERVACIONES : Casa individual muy confortable de  situada cerca de la carretera que une el pueblo y la playa de Pals. Parcela vallada con piscina privada y terrazas. Garaje con puerta de acceso automática. Situada a 3 Km. aproximadamente de la playa de Pals. Capacidad: 8 personas. Precios por semana y según temporada.
